client_id,residence_country 1,residence_country 2,residence_country 3,residence_country 4,residence_country 5,residence_country 6,residence_country 7,residence_other region 1,residence_other region 2,residence_other region 3,residence_other region 4,residence_other region 5,residence_other region 6,residence_other region 7,residence_other region 8,gender_female,gender_male,generation_gen silent/boomers,generation_gen x,generation_gen z/alpha,generation_millennials,category_children clothes,category_handbags,category_men clothes,category_men shoes,category_other,category_soft,category_women clothes,category_women shoes,color_cool_jewel,color_neutral_pastel,color_other,color_vivid_metallic,color_warm_earth,season_autumn,season_spring,season_summer,season_winter,total_sum
161013888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,14,14,5,15,4,3,7,4,11,15,4,34
161020827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,3,1,0,2,0,5,2,0,2,7,0,2,0,9
161065245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,4,2,14,2,3,7,9,1,5,8,0,12,5,25
161087924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,8,0,0,0,1,5,4,0,5,7,1,2,5,15
161111017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,1,21,5,0,0,5,16,4,0,15,5,6,10,19,40
161134378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,4,0,1,5,0,1,1,1,5,0,7
161177966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,1,2,0,0,10,13,0,0,0,13
161233226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
161273953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,3,2,0,6,0,1,4,4,0,5,2,11
161281044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,0,0,1,3,1,4,1,1,0,4,0,0,10,0,10
161490640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,0,6,7,2,5,4,2,5,3,1,10,4,18
161568209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,6,3,3,5,2,11,3,3,2,5,9,3,4,21
161841538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,4,6,3,3,0,1,6,2,0,5,13
161848693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,3,0,0,0,0,5,1,0,2,3,4,0,1,8
161979485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,1,4,2,3,3,4,1,3,1,10,2,1,14
162085442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2
162112521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,4,0,2,0,1,2,3,0,6
162159890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,3,0,0,4,0,3,4,2,0,10,2,1,4,12,19
162236052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,1,1,3,2,0,1,1,0,0,6,7
162398926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,15,7,14,1,22,6,11,18,8,3,30,9,18,18,25,70
162401326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4,0,7,1,0,1,0,2,6,1,9
162432070,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,6,1,18,1,4,15,2,1,9,5,7,3,16,31
162459895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,2,0,0,0,0,8,0,1,1,3,3,2,2,10
162606682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,2
162679074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,1,1,0,2,4,0,0,0,1,5,0,6
162884530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2,7,1,4,1,2,9,1,2,5,5,0,7,7,19
163134443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,15,3,4,6,4,2,4,5,10,5,0,20
163287390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,5,7,0,0,7,0,11,8,2,1,7,6,6,3,22
163358398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,2,0,0,0,2,0,1,1,5,0,5,4,0,9
163475059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,5,1,0,0,2,0,5,3,1,2,3,6,2,0,11
163495533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,2,1,3,1,0,1,0,5,1,0,6
163740498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,1,4,9,5,0,9,13,6,2,8,7,11,6,14,38
163804095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,10,1,4,3,4,6,8,2,5,14,9,2,0,25
163842972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,38,0,0,0,2,0,0,0,3,3,8,3,23,13,19,0,8,40
164009409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,2,2,0,1,0,3,2,0,0,5
164101658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,2,1,3,0,1,3,3,0,3,2,8
164158692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,9,5,2,8,4,2,3,19,0,0,0,19
164172680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,2,10,2,2,11,4,2,3,1,11,10,0,22
164215401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,1,0,0,3,0,5,2,0,2,0,3,4,2,9
164433229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,5,3,38,10,9,20,7,1,23,15,28,8,9,60
164472743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,1,3,0,0,0,0,1,1,2,4
164590265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,6,0,0,0,6,1,1,0,2,0,9,0,1,10
164603317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,18,0,2,8,5,11,7,0,11,11,9,13,1,34
164820487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,3,1,11,1,2,8,3,2,6,8,5,3,5,21
164858310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,9,1,0,8,1,29,2,6,16,11,3,17,18,12,12,11,53
165050358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,3
165075002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,7,0,0,3,0,7,3,2,1,0,5,7,1,13
165181534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,4,0,7,4,1,10,1,0,8,0,5,7,8,20
165330221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2,4,0,1,2,2,1,5,1,3,1,6,11
165359060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,12,0,4,0,5,0,0,8,4,1,10,5,2,7,9,23
165393437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,5,7,0,0,2,4,12,7,0,0,2,14,3,4,23
165534284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,26,0,0,22,0,0,2,9,14,13,2,12,10,25,5,10,50
165759366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,5,4,41,2,9,10,10,4,21,4,10,8,32,54
165910578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,11,2,0,0,10,1,11,3,1,15,4,2,16,4,12,18,4,38
165950157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,2
165960416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,15,0,4,4,3,1,5,2,7,3,5,17
165984049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,3,0,8,5,3,5,3,3,4,9,3,5,1,18
166022333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
166047898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,15,1,0,2,1,9,6,1,6,5,7,5,6,23
166064753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,0,0,0,4,0,0,0,8,3,4,2,6,10,0,6,7,23
166169726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,4,0,0,2,2,4,2,1,2,2,0,4,5,11
166235449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,2,0,0,21,0,7,10,3,3,5,12,8,5,3,28
166252510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,4,0,23,4,4,5,6,1,21,16,5,8,8,37
166301082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,17,0,0,0,5,8,2,2,4,4,9,6,2,21
166331664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,4,0,0,6,0,3,3,1,2,7,3,5,2,6,16
166577011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,8,0,2,4,13,0,5,7,1,3,13,11,9,0,9,29
166598619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7,2,3,5,1,0,1,2,0,0,8,10
166606598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,0,3
166881970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,7,0,0,0,1,7,7,0,1,11,3,2,0,16
167023495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,0,1,4,1,5,2,1,3,2,5,0,5,12
167149881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,8,3,5,0,8,3,2,12,5,5,5,4,17,8,0,29
167334737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,11,0,0,1,0,15,2,0,0,6,3,3,5,17
167353777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,26,2,9,14,0,4,4,13,9,3,29
167520056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2
167556129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,1,6,0,4,3,2,5,7,1,5,4,6,9,1,20
167559007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,1,0,0,0,3,2,3,0,1,7,2,0,0,9
167647989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,0,1,4,1,6,2,0,3,1,2,4,5,12
167657656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,12,8,1,0,0,1,1,6,8,0,8,4,0,2,17,23
167891493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,23,0,6,0,5,0,5,2,4,15,6,3,13,9,8,17,7,41
167898205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,1,0,12,3,1,9,2,2,8,7,7,1,7,22
167965542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,9,0,0,0,3,4,3,0,2,2,2,2,6,12
168009745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,8,0,6,1,3,5,5,0,3,10,2,1,3,16
168107414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,5,0,1,3,0,0,3,2,1,0,4,7
168207377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,2,0,2,0,6,4,0,1,2,2,7,0,11
168340216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,1,4,0,1,4,1,0,6
168437582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,23,4,3,12,2,2,12,10,8,4,9,31
168492478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3,3,0,0,2,1,4,3,1,2,1,5,0,5,11
168670550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,1,3,0,14,2,8,6,2,2,8,1,7,10,8,26
168720202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,2,1,2,1,1,0,3,2,0,0,5
168733569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,0,16,3,4,11,2,0,10,5,11,6,5,27
168749480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1,1,2,0,0,5,0,5
168802822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6,1,1,5,1,0,1,7,1,0,0,8
168837004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,1,0,1,0,1,2,0,5,0,5,3,0,8
168881873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,5,0,10,3,11,9,3,12,7,1,18,8,11,8,14,41
169015750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,1,0,1,7,5,6,4,3,2,6,5,5,8,3,21
169019873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,9,1,3,4,0,4,9,2,0,1,12
169067610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,3,1,1,0,1,2,1,0,6,4,0,0,6,10
169089523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,3,0,6,1,1,1,0,0,9,0,9
169297634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,16,2,5,5,1,0,2,10,5,1,12,1,10,19,0,30
169433403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,14,10,9,1,20,10,10,28,8,1,19,15,2,5,44,66
169464584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,1,0,0,2,2,1,0,6,5,5,0,1,11
169517202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,3,2,26,0,5,11,2,21,12,5,13,12,14,14,13,53
169517936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,4,16,4,10,2,0,9,2,8,10,5,25
169522985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0,0,5,0,3,4,1,2,0,7,2,1,10
169643396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,4,0,1,1,4,0,0,2,0,1,12,2,8,2,3,15
170126287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,0,0,0,0,6,1,0,0,1,1,0,5,7
170211698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,2,3,0,0,4,1,4,7,0,3,5,3,1,6,15
170263840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0,5,0,0,1,8,3,1,3,4,6,9,3,0,20,0,23
170311409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,6,3,12,6,8,5,7,1,11,6,6,6,14,32
170319384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,16,6,6,4,7,1,5,14,5,3,15,3,22,7,10,42
170330638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,6,0,0,0,2,7,0,0,2,0,0,0,11,11
170375817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,1,0,3,3,0,6,3,0,4,3,3,5,2,13
170401510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,2,0,2,0,1,5,0,0,3,1,0,8,0,9
170462905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,2,1,1,2,1,0,0,5,0,0,5
170580221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,2,1,0,0,0,1,4,2,0,3,0,4,0,6,10
170650735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,25,8,3,2,9,5,7,19,12,2,14,9,17,10,18,54
170656198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,5,1,0,0,0,1,1,4,6
170738766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
170873904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,11,0,48,7,10,22,10,8,19,6,28,12,23,69
170904019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,2,2,0,0,1,0,0,0,5,5
170966295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,1,3,31,0,0,0,3,22,13,0,14,11,12,27,2,52
171061198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,1,6,5,10,1,2,1,3,1,11,2,14,0,0,10,21,31
171114598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,5,0,0,0,3,2,2,0,2,0,0,2,7,9
171182736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,1,1,4,1,0,2,2,0,3,3,8
171241914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,3,0,4,2,2,7,2,0,2,5,0,5,3,13
171279474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,3,0,0,0,0,7,2,0,1,5,2,2,1,10
171351036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,2,17,9,17,12,10,23,12,4,19,11,19,26,12,68
171449392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,3,1,0,1,3,1,0,1,5
171537363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,6,0,2,1,6,1,0,3,6,1,0,10
171583170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,0,4,2,0,0,4,3,2,2,3,10
171636131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,2,0,1,0,4,0,0,4
171764769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,20,3,3,4,0,16,7,1,13,0,13,13,11,37
171888863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,11,32,12,7,19,12,1,20,20,15,14,10,59
172004752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39,4,0,4,0,0,8,17,10,0,12,8,16,17,6,47
172073872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,4,0,4
172346094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,1,0,6,0,6,3,0,3,5,4,1,2,12
172377652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,2,2,1,0,0,3
172421177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,1,0,2,3,0,0,0,0,5,0,5
172598985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,3,6,0,8,1,0,5,5,2,2,5,14
172640285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,10,0,1,0,0,7,6,1,1,1,7,6,1,15
172709019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,0,0,0,6,2,2,7,5,1,0,13,0,0,2,15
172789150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,4,2,0,2,5,0,7,10,0,4,3,6,5,7,21
172920085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6,1,0,3,1,1,4,1,4,3,1,9
173055462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2
173158457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,3,2,0,1,0,3,8,3,0,0,3,6,2,3,14
173190081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,0,0,1,4,0,0,4,0,2,4,3,0,6,1,10
173204908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,5,0,0,8,2,5,9,1,0,3,4,7,3,17
173221790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,7,1,2,6,0,3,12,0,3,2,1,8,7,18
173385895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,0,0,2,3,3,3,0,0,1,5,2,1,9
173426847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,8,1,0,3,20,4,6,9,9,3,11,5,10,5,18,38
173502443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,15,1,9,3,25,6,2,29,13,4,17,17,12,21,15,65
173972324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,3,0,0,3
174075631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,4,0,0,0,0,3,2,1,1,0,2,2,3,7
174087498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8,1,6,1,0,1,2,11,4,0,1,3,3,7,5,18
174160476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,6,3,8,1,6,3,3,8,5,2,13,3,9,10,9,31
174175641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1,0,2,1,1,0,1,2,0,0,3,5
174208291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,4,14,0,3,14,1,1,3,22,0,0,0,22
174352997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,0,1,1,2,4,1,3,0,6,3,2,11
174364437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,11,4,26,0,1,5,7,23,10,2,12,5,8,18,23,54
174393528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,1,2,0,1,1,3,1,2,0,6,2,0,8
174747248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,38,7,7,2,1,4,3,36,4,2,16,20,24,12,5,61
174765254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,10,1,3,0,28,6,9,23,5,0,12,15,11,9,14,49
174887752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,25,0,0,0,3,17,7,1,1,13,7,2,7,29
174935427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2
174938871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,3,0,0,0,2,4,4,4,2,4,4,3,5,16
174950591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
175183954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,2,0,14,0,17,11,6,14,10,13,14,6,22,16,13,57
