client_id,residence_country 1,residence_country 2,residence_country 3,residence_country 4,residence_country 5,residence_country 6,residence_country 7,residence_other region 1,residence_other region 2,residence_other region 3,residence_other region 4,residence_other region 5,residence_other region 6,residence_other region 7,residence_other region 8,gender_female,gender_male,generation_gen silent/boomers,generation_gen x,generation_gen z/alpha,generation_millennials,category_children clothes,category_handbags,category_men clothes,category_men shoes,category_other,category_soft,category_women clothes,category_women shoes,color_cool_jewel,color_neutral_pastel,color_other,color_vivid_metallic,color_warm_earth,season_autumn,season_spring,season_summer,season_winter
146590567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,15,6,2,8,5,2,8,1,11,11,2
146707381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,3,18,1,3,7,2,13,12,4,13,6,11,9,18
146799020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,7,3,2,9,2,12,5,1,7,11,6,7,3
146896409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,52,1,2,43,1,3,23,8,53,38,3,23,28,43,24,30
146899356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,8,3,13,3,0,4,6,8,17,2,5,16,19,1,2
146941843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,9,0,12,7,4,12,3,3,9,16,6,2,7
146950603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,1,4,0,0,0,2,3,0,0
147265987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,6,1,18,4,13,15,6,12,22,5,22,8,32,17,10
147311964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1,16,3,4,13,6,1,2,10,7,3,6
147794348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0
147893643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,2,0,2,4,0,8,0,0
147913505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,3,6,0,7,4,29,14,7,24,8,9,30,30,23,13,12
148053272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,4,2,0,0,2,5,1,1,1
148080842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,20,2,2,0,4,3,10,10,4,2,10,3,4,12,17
148238126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,2,4,0,0,0,5,0,0,1
148298152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,4,0,0,16,6,3,7,6,2,10,1,8,12,7
148453727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,2,3,0,0,2,2,4,2,0,5,0,7,0,6
148495426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,1,2,0,2,1,0,4,2,0,1,4
148585226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,4,1,34,1,15,20,13,20,16,3,30,7,10,9,56
148620402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,1,12,4,7,7,6,4,6,4,4,4,18
148622238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,19,0,14,2,4,14,7,5,7,9,14,6,8
148634896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7,2,0,0,0,0,5,4,0,2,2,3,4,2
148662073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,8,3,1,4,4,1,4,0,3,11,0
148723809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,8,29,15,36,2,23,6,16,50,28,13,18,28,49,14,34
148725151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,5,9,37,8,5,11,6,22,33,4,15,30,22,10,18
148768567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,6,2,2,1,25,6,8,18,8,0,12,11,9,16,10
148817514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,2,0,1,0,0,4,0
148832718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,1,0,0,2,2,1,4,1,1,4,0,2,0,9
148902693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
148930265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,3,5,5,1,2,4,11,7,0,6,2,9,16,1
148954189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,71,21,52,9,7,8,21,58,41,5,52,44,87,40,6
148956049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,3
149034172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,12,1,4,6,2,1,2,6,1,6,2
149083237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,8,1,1,6,2,1,2,1,3,0,8
149224459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,19,6,10,3,4,3,10,13,11,2,10,6,11,15,14
149400317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,8,7,3,5,1,1,7,4,9,2,2
149446623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1
149507523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,4,2,5,46,9,4,13,17,26,31,2,15,16,42,15,18
149786567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,19,0,0,0,5,10,4,0,4,3,10,1,9
149858417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,0,3,0,4,0,1,3,2,0,0,6
150126708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2
150150723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,31,0,0,1,2,3,13,3,16,13,10,7,7
150273312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0,7,0,41,3,11,21,6,12,19,3,21,15,30
150283916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3,0,7,0,4,1,3,8,5,1,3,6,6,0,8
150378763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
150394071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,5,0,0,6,0,1,7,1,5,5,7,2,0
150557453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0,2,0,3,3,0,0,2,7,0,0,1
150575796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,3,1,2,4,0,0,2,5,1,2,0
150614875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,0,0,1,1,1,2,1,2,0,0,7,0
150624349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,5,1,1,5,0,2,3,3,1,2
150656152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,13,2,46,7,10,25,17,7,15,29,19,16,10
150695962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2
150722129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,1,5,2,3,6,0,1,5,11,0,3,1
150828114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,6,0,5,10,1,8,10,2,4,8,2,14,1
150913884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,25,3,0,1,7,4,10,9,3,2,16,18,5,5,12
150993765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,3,4,0,0,0
151033649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,2,2,1,0,0,2,5,0,0,3,1,2,7,0
151093371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,2,0,1,0,2,0,4,0,1
151170723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,12,2,4,1,1,14,5,0,5,2,9,10,4
151289882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13,0,0,0,12,0,0,0,5,1,11,3,5,0,5,17,3
151380570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,2,2,1,2,3,0,2,2,4,1,1
151413150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,47,0,0,0,3,36,15,0,21,41,4,8,22
151547877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,3,0,0,1,1,2,6,0,0,0,0,0,9
151567527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,1,0,0,2,1,1
151674993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,2,21,11,4,20,3,3,14,18,16,2,8
151695925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,3,13,0,0,6,2,12,7,1,5,10,6,7,4
151886579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
151890737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,4,2,2,1,0,5,4,0,5,1,0,8,5
151971204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,3,0,1,1,1,8,2,0,2,5,3,3,2
152078977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,1,0,5,2,4,4,0,2,3,5,4,0
152083041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34,0,0,0,4,0,0,0,4,3,8,9,14,21,2,7,8
152116996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,11,1,3,3,3,2,4,4,8,1,2
152208105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,19,0,13,1,36,7,17,32,8,2,20,2,20,32,25
152228031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,3,0,9,0,7,3,0,5,2,5,1,7
152244592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,3,5,41,8,3,0,2,33,22,1,14,13,17,20,22
152329740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,7,0,2,5,1,0,1,3,0,2,4
152537664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,8,4,1,5,2,0,8,3,1,10,2
152545258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,8,2,33,0,2,12,4,1,26,13,7,14,11
152551365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,1,11,1,36,8,6,26,14,5,17,13,25,14,16
152625438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,21,2,1,2,3,12,9,1,7,7,9,6,10
152718084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,6,0,0,2,2,4,4,0,1,6,5,0,0
152760809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,4,19,4,0,2,1,15,15,2,1,1,11,6,16
152768652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,3,2,3,1,3,0,1,0,8,0,0
152787550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,3,3,0,2,1,1,0,8,0
152913736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24,6,4,0,0,0,8,9,7,2,8,9,12,9,4
153071433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,2,0,27,0,6,10,0,2,16,4,4,9,17
153084261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,6,2,3,0,12,3,1,15,5,0,7,6,2,12,8
153185812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,13,4,28,4,11,17,10,1,13,20,17,9,6
153198385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,3,1,0,4,0
153231421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,15,4,2,12,6,1,4,3,6,6,10
153303367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,21,7,17,13,6,20,12,4,20,8,26,8,20
153528453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,0,1,0,0,3,0,0,4,5,1,0,1
153532068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,2,1,0,1,3,1,0,0
153644459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,1,0,2,3,0,0,0,5,0,0
153726193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,2,0,5,0,5,7,3,8,8,0,8,3,7,11,6
153805957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,25,0,2,3,8,3,1,17,5,3,17,3,11,13,16
153889514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,3,0,4,0,1,2,0,0,7,0
153915147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,24,5,4,7,17,3,8,18,10,3,23,15,27,13,7
153915491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,2,0,4,0,0,2,3,2,1,0
153940173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,15,0,7,6,0,2,3,1,0,9,8
153944733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,8,1,0,5,4,0,4,0,13,0,0
154018044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,9,0,2,2,0,2,6,0,7,0,5
154064017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,7,2,29,4,13,18,6,2,7,0,22,10,14
154079240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,0,0,4,0,12,5,5,3,7,0,13,1,16,3,8
154134060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,34,2,8,1,134,14,39,60,23,14,60,35,54,51,56
154154853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,1,1,1,0,0,2,4,0,0,3,4,0,4,1
154186642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
154204167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,4,8,0,1,6,2,7,4,2,7,5,8,0,9
154219506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20,1,8,6,33,8,8,25,8,2,34,18,20,10,29
154245675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,3
154262226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3,5,48,5,9,20,2,2,30,5,15,27,16
154348532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,10,0,13,10,15,13,1,18,27,3,18,8,11,35,13
154443028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,12,0,24,1,18,5,9,21,12,4,21,12,7,34,14
154451580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,20,46,2,18,15,8,45,29,8,28,26,39,20,33
154458614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,5,3,0,0,1,0,4,1,2,3,2,2,5,1
154554296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13,3,6,5,2,2,4,10,6,0,11,11,9,5,6
154558431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,5,0,8,0,5,4,2,7,2,3,10,2,9,5,8
154794791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,0,4,0,10,2,7,4,8,5,13,0,9,0,28
154843570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,17,8,10,0,7,1,4,18,9,1,12,11,1,8,24
155036157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,6,7,0,2,11,5,9,11,1,8,10,3,13,8
155178397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,1,0,0,2,0,4,3,1,0,6,2,0,0
155404474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,8,4,22,13,5,18,6,3,19,13,19,9,10
155555444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,2,1,1,2,1,1,2,1,0,6,0
155822146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,5,4,1,1,8,1,3,7,6,1,0
155824367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,1,2,1,2,1,4,5,0,0,5,10,0,0,4
155877358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,10,25,3,1,3,7,2,24,6,2,17,25,8,10,8
155938405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,8,1,4,4,3,1,4,1,2,2,11
156096768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,3,0,2,3,2,2,1,0,0,3,7
156153629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,67,1,0,13,9,23,29,6,22,2,26,32,29
156191326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,11,6,6,1,3,4,19,11,1,7,4,10,0,28
156341364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,3,0,0,0,2,3,1,0,3,2,0,4,3
156870276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,8,0,0,3,0,6,4,0,3,3,3,1,6
156983430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,47,0,4,0,37,9,21,33,15,9,36,40,74,0,0
157018137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,41,0,0,1,5,26,8,1,8,10,15,10,13
157156871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,3,0,5,8,3,8,3,1,4,4,0,10,5
157231525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,8,4,0,5,3,0,7,4,4,4,3
157451526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1
157560398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,0,23,13,0,0,21,6,48,9,0,15,47,8,19,4
157569531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,8,1,4,6,1,1,4,1,3,10,2
157577188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,7,3,0,0,1,2,12,2,0,5,1,2,9,9
157597076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,3,10,1,33,11,13,29,8,5,10,12,11,28,14
157624665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,5,2,6,4,4,2,2,2,8,4,9,9,0,8,8
157706114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
157763692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,3,1,0,0,4,0,0,0
157780080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,8,5,1,0,0,4,2,10,5,0,3,8,6,4,2
157780186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,3,0,0,0,1,0,2,3,6,0,5,7,0
157797732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,7,2,2,9,0,0,3,3,1,3,7
157800598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,20,1,2,22,4,16,22,1,11,13,14,12,15
157895798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6,5,1,4,3,0,5,2,4,3,4
157910828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,8,0,7,6,0,2,4,3,8,0
158129221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47,0,0,0,8,0,0,0,21,4,9,7,14,12,35,5,3
158177767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,5,0,3,5,1,1,1,1,0,0,10
158300691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,2,0,3,0,1
158375563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,9,0,0,1,1,5,4,1,4,5,3,0,7
158501391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,2,2,1,1,7,2,0,1,0,4,0,7
158510822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2
158546520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,0,4,1,0,1,1,2,1,2
158804208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,1,5,0,9,0,0,0,4,8,3,1,11,8,7,0,12
158941866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4,0,15,12,2,12,3,3,15,11,21,1,2
159124455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,12,0,11,4,4,6,8,3,10,9,21,0,1
159201300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,0,2,0,0,1
159228870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,2,5,2,11,3,2,6,6,5,10,11,10,2,6
159231268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,5,4,31,10,6,18,10,2,18,31,11,9,3
159367336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,17,11,0,0,2,15,5,1,9,6,9,8,9
159510375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8,1,6,5,1,5,6,0,8,5,1,14,0
159513103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,1,1
159545723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,1,0,2,0,3,0,1
159560245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31,0,0,0,9,0,0,0,12,7,8,3,10,1,12,26,1
159760802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
159884312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,1,4,1,4,2,0,2,3,1,0,5
159968058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
